kecamata,year,month,NDVI,NDWI,elevation,slope,kepadatan,rainfall,TEXTURE_USDA,DRAINAGE,AWC,GFI,cluster,cluster_sil
Cipeundeuy,2022,7,0.530095396,-0.435376021,300.6631486,9.321471886,882,98.5,9,3,139.6739791,1.438921013,3,1
Parongpong,2022,7,0.088882647,-0.059052602,1356.264006,12.97401048,2562,98.5,8,3,169.523386,0.093746221,0,1
Cisarua,2022,7,0.091311224,-0.056252009,1159.854908,16.12948233,1459,98.5,8,3,158.7680324,-0.391662008,0,1
Cililin,2022,7,0.493629789,-0.421245358,818.2831475,14.58869904,1259,98.5,7,3,151.5068756,0.630228578,3,1
Cipongkor,2022,7,0.620824569,-0.543092538,760.8617968,14.28102385,1287,98.5,9,3,139.7221784,0.259083466,3,1
Cihampelas,2022,7,0.381867657,-0.333714852,694.6112176,7.667304875,2942,98.5,5,2,161.1981874,1.498792676,2,0
Gununghalu,2022,7,0.383244535,-0.325819109,1182.734537,17.40246453,520,98.5,9,3,142.9971801,-0.260074635,3,1
Saguling,2022,7,0.515382034,-0.438568823,699.4828369,11.37622152,678,98.5,7,2,154.7144001,0.576712609,3,1
Rongga,2022,7,0.653358704,-0.572676724,881.801568,18.34244518,552,98.5,10,3,137.0,-0.220945714,3,1
Sindangkerta,2022,7,0.521982101,-0.46012457,1068.361648,16.65485706,710,98.5,7,3,152.6212376,-0.250586197,3,1
Cimahi Tengah,2022,7,0.151938196,-0.154434889,743.7058764,3.11047744,14848,103.0,5,1,163.0,1.778115737,1,0
Cimahi Utara,2022,7,0.195235,-0.17575059,826.1275708,6.073988778,11882,103.0,5,3,156.1034483,0.85551765,2,0
Cimahi Selatan,2022,7,0.137129494,-0.122282823,722.0581007,4.998951156,13608,103.0,5,2,163.0,1.511110965,1,0
Panyileukan,2022,8,0.28164345,-0.296416141,676.2061013,1.999909341,8043,29.9,5,1,163.0,2.451522709,2,0
Cinambo,2022,8,0.226837475,-0.232922021,676.3132038,2.013278454,7019,29.9,5,1,163.0,2.596060012,2,0
Ujungberung,2022,8,0.332468233,-0.357891779,744.0672204,6.691497491,14294,29.9,5,3,155.0,1.26793346,2,0
Gedebage,2022,8,0.374550386,-0.377991353,665.1202848,1.068353522,4441,29.9,5,2,163.0,3.507374544,2,0
Mandalajati,2022,8,0.272399143,-0.277945678,730.6353977,7.245588901,11188,29.9,5,1,162.5573123,0.801084806,2,0
Coblong,2022,8,0.253530114,-0.270435381,784.0885513,6.116696021,15786,29.9,5,3,155.0,0.698000447,2,0
Babakan Ciparay,2022,8,0.140599225,-0.174502809,689.1033356,1.914559739,19439,29.9,5,1,162.3065835,1.902719225,1,0
Sukasari,2022,8,0.237402245,-0.237716749,881.3943057,4.900048569,12419,29.9,5,3,155.0,0.198286868,2,0
Cicendo,2022,8,0.210760506,-0.232144793,738.8740769,2.863867129,14091,29.9,5,2,158.3185753,1.865312507,2,0
Sukajadi,2022,8,0.181458517,-0.209592461,775.7825143,4.032984661,24093,29.9,5,3,155.0,1.385216523,2,0
Bojongloa Kaler,2022,8,0.110556344,-0.174881197,700.0348398,1.990692884,41281,29.9,5,1,162.9882745,1.88170844,1,0
Andir,2022,8,0.126916442,-0.167462405,726.0421423,2.325952286,26705,29.9,5,1,161.6402883,1.861181498,1,0
Cidadap,2022,8,0.414491917,-0.38481909,891.4066614,10.61846979,8988,29.9,5,3,155.0,0.61148618,3,1
Bandung Wetan,2022,8,0.216544874,-0.230068024,724.5543936,3.765866518,8537,29.9,5,3,156.1146189,1.514404466,2,0
Astana Anyar,2022,8,0.109030733,-0.164345253,695.6802372,2.135307616,25399,29.9,5,1,163.0,3.165426102,1,0
Lengkong,2022,8,0.159139739,-0.198270424,689.3803818,2.119958366,12064,29.9,5,1,161.9383042,2.281639281,1,0
Cibeunying Kidul,2022,8,0.168310748,-0.217789206,706.0380102,3.178331003,21735,29.9,5,2,159.1688711,2.546847523,1,0
Regol,2022,8,0.144015531,-0.182056972,688.9671317,2.237785641,18843,29.9,5,1,163.0,2.25671352,1,0
Batununggal,2022,8,0.171739027,-0.21903809,685.9084183,2.227793946,24230,29.9,5,1,162.8969978,3.150846688,1,0
Bojongloa Kidul,2022,8,0.134853061,-0.172322102,681.6153792,2.036778943,14150,29.9,5,1,162.1282841,2.49477235,1,0
Cibeunying Kaler,2022,8,0.255792507,-0.276339629,751.8594681,5.307763192,15817,29.9,5,3,155.0107456,1.144879944,2,0
Bandung Kulon,2022,8,0.132072352,-0.1633802,697.3418989,1.934010508,21235,29.9,5,1,163.0,2.249385761,1,0
Kiaracondong,2022,8,0.21201409,-0.251656504,683.5589248,2.092904293,21517,29.9,5,1,162.7993846,2.785807711,1,0
Sumur Bandung,2022,8,0.18692703,-0.215773567,708.1226705,3.45149773,11451,29.9,5,2,158.9264258,1.736807225,2,0
Antapani,2022,8,0.145107813,-0.195893871,681.8471192,1.499127962,21396,29.9,5,1,162.7975068,3.310198187,1,0
Bandung Kidul,2022,8,0.236468902,-0.257037869,673.9305069,1.990096966,10199,29.9,5,1,163.0,2.842583167,2,0
Arcamanik,2022,8,0.217062936,-0.236229352,679.9746058,1.818508368,13814,29.9,5,1,162.8890335,2.812108317,1,0
Cibiru,2022,8,0.420762749,-0.43442189,785.35146,7.465623757,12145,29.9,5,3,155.0,0.342744574,2,1
Buahbatu,2022,8,0.214969107,-0.252563841,672.589028,1.602151276,13282,29.9,5,1,163.0,2.972142212,1,0
Rancasari,2022,8,0.2326523,-0.262757489,668.239889,1.309723213,11910,29.9,5,1,163.0,3.152664359,1,0
Rancabali,2022,8,0.128372853,-0.085146774,1547.445406,16.43354319,346,29.9,6,3,121.2520915,-0.296879501,0,1
Kutawaringin,2022,8,0.546681168,-0.494559662,820.8765728,15.10492506,2194,29.9,5,3,155.8253243,0.23853883,3,1
Cangkuang,2022,8,0.438224052,-0.395566988,804.5197597,10.22103605,3303,29.9,5,3,159.3623188,0.79796976,3,1
Cimenyan,2022,8,0.341713005,-0.305819195,1058.769664,16.23277584,2178,29.9,5,3,155.1276662,-0.255179572,3,1
Cilengkrang,2022,8,0.4169926,-0.371625641,1267.992707,18.34791468,1894,29.9,5,3,155.660599,-0.664309804,3,1
Cileunyi,2022,8,0.480049925,-0.467589384,776.1531196,6.515332993,5988,29.9,5,2,159.3735294,1.625476147,2,0
Bojongsoang,2022,8,0.440176674,-0.401430356,662.4780609,1.035662016,4086,29.9,5,2,162.631412,3.790968509,2,0
Margahayu,2022,8,0.286439222,-0.302045975,665.8208893,2.194574958,11539,29.9,5,2,159.3303352,3.157977982,2,0
Cimaung,2022,8,0.326486828,-0.278948271,1221.676512,16.68690433,1589,29.9,5,3,162.0,-0.36656558,3,1
Pangalengan,2022,8,0.390193516,-0.330956027,1543.804092,15.21209008,797,29.9,6,3,126.6266303,-0.131864104,3,1
Arjasari,2022,8,0.479297099,-0.432297948,979.3344179,13.42380568,1648,29.9,5,3,159.0151506,0.137084124,3,1
Margaasih,2022,8,0.287202305,-0.283906665,681.4573232,3.861005696,8175,29.9,5,2,162.9259882,2.112364882,2,0
Banjaran,2022,8,0.335871267,-0.300814045,948.4412612,11.16871853,3122,29.9,5,3,160.4325031,0.505964598,3,1
Pameungpeuk,2022,8,0.381083453,-0.357891338,673.561656,3.690267493,5885,29.9,5,3,155.0,2.68350985,2,0
Katapang,2022,8,0.297451407,-0.293317566,665.717404,1.871496486,8440,29.9,5,3,155.0076653,2.961533707,2,0
Dayeuhkolot,2022,8,0.209911567,-0.230709462,665.4068291,2.29183804,9719,29.9,5,1,163.0,2.857472714,1,0
Rancaekek,2022,8,0.519462169,-0.477344426,666.9046874,0.897680321,4141,29.9,5,2,158.475683,3.465676392,2,0
Ciparay,2022,8,0.548287415,-0.498888626,808.3387506,7.179002185,3784,29.9,5,3,158.7873709,1.44275617,2,1
Nagreg,2022,8,0.46490854,-0.432095614,948.1701832,14.57481224,1204,29.9,5,3,161.989519,-0.334078354,3,1
Cikancung,2022,8,0.539600272,-0.506160366,859.7409318,9.938946553,2447,29.9,5,3,161.7498766,0.605460607,3,1
Cicalengka,2022,8,0.507794835,-0.470813604,910.5325365,11.93582785,3430,29.9,5,3,161.6721118,0.322039045,3,1
Ciwidey,2022,8,0.448753742,-0.392877722,1311.158545,15.55016913,1812,29.9,5,3,162.0,-0.088959935,3,1
Soreang,2022,8,0.417870651,-0.389929101,825.8017692,10.10348001,4622,29.9,5,3,157.4370907,0.40002523,3,1
Pasirjambu,2022,8,0.272155187,-0.218666897,1541.774459,18.43841422,385,29.9,6,3,138.3243264,-0.537663711,0,1
Kertasari,2022,8,0.546183785,-0.490628822,1749.638028,14.28415806,472,29.9,7,3,170.4975302,-0.142942229,3,1
Baleendah,2022,8,0.429041702,-0.412787134,711.1165148,7.590577608,6447,29.9,5,2,156.0325488,1.811834172,2,0
Pacet,2022,8,0.392044511,-0.346483284,1309.575852,17.96872487,1267,29.9,7,3,168.1317172,-0.442023681,3,1
Paseh,2022,8,0.520849965,-0.476750376,962.1928731,12.00924684,2702,29.9,5,3,162.1861795,0.330842705,3,1
Ibun,2022,8,0.479112569,-0.43398853,1180.999011,14.76833386,1615,29.9,6,3,166.5429231,-0.041591152,3,1
Majalaya,2022,8,0.438641789,-0.429045311,698.3982512,2.917364224,6365,29.9,5,3,159.8874215,1.975385542,2,0
Solokanjeruk,2022,8,0.569531004,-0.519228934,665.3706659,1.055151236,3652,29.9,5,3,156.8463639,3.315098818,2,0
Padalarang,2022,8,0.356817109,-0.312640326,697.1146079,10.22163823,3592,29.9,7,2,152.4804935,0.747319707,2,1
Batujajar,2022,8,0.330153786,-0.310822613,667.007808,5.239674837,3587,29.9,5,2,163.0,1.849645437,2,0
Ngamprah,2022,8,0.370545971,-0.343168162,800.7892414,9.812084586,5085,29.9,5,3,154.4905468,0.371906466,3,1
Cipatat,2022,8,0.477193482,-0.399984268,483.9717026,14.12830049,1141,29.9,10,3,137.201717,-0.050166744,3,1
Lembang,2022,8,0.307196303,-0.262812103,1335.618089,15.78934938,2049,29.9,8,3,170.3204533,-0.186004527,3,1
Cikalongwetan,2022,8,0.370363634,-0.304521355,666.8928851,13.71797856,1184,29.9,10,3,137.1851538,0.044290387,3,1
Cipeundeuy,2022,8,0.514338667,-0.411578268,300.6631486,9.321471886,882,29.9,9,3,139.6739791,1.438921013,3,1
Parongpong,2022,8,0.283384661,-0.243831698,1356.264006,12.97401048,2562,29.9,8,3,169.523386,0.093746221,0,1
Cisarua,2022,8,0.289429344,-0.242901073,1159.854908,16.12948233,1459,29.9,8,3,158.7680324,-0.391662008,3,1
Cililin,2022,8,0.484627314,-0.4114107,818.2831475,14.58869904,1259,29.9,7,3,151.5068756,0.630228578,3,1
Cipongkor,2022,8,0.595134754,-0.521350739,760.8617968,14.28102385,1287,29.9,9,3,139.7221784,0.259083466,3,1
Cihampelas,2022,8,0.400922862,-0.357977492,694.6112176,7.667304875,2942,29.9,5,2,161.1981874,1.498792676,2,0
Gununghalu,2022,8,0.387523487,-0.322459359,1182.734537,17.40246453,520,29.9,9,3,142.9971801,-0.260074635,3,1
Saguling,2022,8,0.409609553,-0.353256702,699.4828369,11.37622152,678,29.9,7,2,154.7144001,0.576712609,3,1
Rongga,2022,8,0.541966215,-0.46307437,881.801568,18.34244518,552,29.9,10,3,137.0,-0.220945714,3,1
Sindangkerta,2022,8,0.567946066,-0.498282021,1068.361648,16.65485706,710,29.9,7,3,152.6212376,-0.250586197,3,1
Cimahi Tengah,2022,8,0.204932649,-0.228248323,743.7058764,3.11047744,14848,40.0,5,1,163.0,1.778115737,1,0
Cimahi Utara,2022,8,0.279386208,-0.280934024,826.1275708,6.073988778,11882,40.0,5,3,156.1034483,0.85551765,2,0
Cimahi Selatan,2022,8,0.214916046,-0.221900256,722.0581007,4.998951156,13608,40.0,5,2,163.0,1.511110965,2,0
Panyileukan,2022,9,0.177605393,-0.178427219,676.2061013,1.999909341,8043,182.2,5,1,163.0,2.451522709,1,0
Cinambo,2022,9,0.198551597,-0.197607701,676.3132038,2.013278454,7019,182.2,5,1,163.0,2.596060012,1,0
Ujungberung,2022,9,0.197732288,-0.206265956,744.0672204,6.691497491,14294,182.2,5,3,155.0,1.26793346,2,0
Gedebage,2022,9,0.255138516,-0.253450332,665.1202848,1.068353522,4441,182.2,5,2,163.0,3.507374544,2,0
Mandalajati,2022,9,0.204798876,-0.198807007,730.6353977,7.245588901,11188,182.2,5,1,162.5573123,0.801084806,1,0
Coblong,2022,9,0.173663226,-0.178746825,784.0885513,6.116696021,15786,182.2,5,3,155.0,0.698000447,2,0
Babakan Ciparay,2022,9,0.098952685,-0.128938347,689.1033356,1.914559739,19439,182.2,5,1,162.3065835,1.902719225,1,0
Sukasari,2022,9,0.161874235,-0.15938683,881.3943057,4.900048569,12419,182.2,5,3,155.0,0.198286868,0,0
Cicendo,2022,9,0.126720788,-0.133963741,738.8740769,2.863867129,14091,182.2,5,2,158.3185753,1.865312507,1,0
Sukajadi,2022,9,0.153010986,-0.175529487,775.7825143,4.032984661,24093,182.2,5,3,155.0,1.385216523,1,0
Bojongloa Kaler,2022,9,0.059486227,-0.101717352,700.0348398,1.990692884,41281,182.2,5,1,162.9882745,1.88170844,1,0
Andir,2022,9,0.066256207,-0.084641689,726.0421423,2.325952286,26705,182.2,5,1,161.6402883,1.861181498,1,0
Cidadap,2022,9,0.297028449,-0.270632955,891.4066614,10.61846979,8988,182.2,5,3,155.0,0.61148618,0,1
Bandung Wetan,2022,9,0.161597987,-0.172701247,724.5543936,3.765866518,8537,182.2,5,3,156.1146189,1.514404466,2,0
Astana Anyar,2022,9,0.076273764,-0.122522885,695.6802372,2.135307616,25399,182.2,5,1,163.0,3.165426102,1,0
Lengkong,2022,9,0.140479965,-0.181756572,689.3803818,2.119958366,12064,182.2,5,1,161.9383042,2.281639281,1,0
Cibeunying Kidul,2022,9,0.125348427,-0.152461991,706.0380102,3.178331003,21735,182.2,5,2,159.1688711,2.546847523,1,0
Regol,2022,9,0.125620187,-0.160055048,688.9671317,2.237785641,18843,182.2,5,1,163.0,2.25671352,1,0
Batununggal,2022,9,0.133584564,-0.167621727,685.9084183,2.227793946,24230,182.2,5,1,162.8969978,3.150846688,1,0
Bojongloa Kidul,2022,9,0.104341098,-0.136578864,681.6153792,2.036778943,14150,182.2,5,1,162.1282841,2.49477235,1,0
Cibeunying Kaler,2022,9,0.191118624,-0.191969158,751.8594681,5.307763192,15817,182.2,5,3,155.0107456,1.144879944,2,0
Bandung Kulon,2022,9,0.072803935,-0.091511745,697.3418989,1.934010508,21235,182.2,5,1,163.0,2.249385761,1,0
Kiaracondong,2022,9,0.158072089,-0.18250112,683.5589248,2.092904293,21517,182.2,5,1,162.7993846,2.785807711,1,0
Sumur Bandung,2022,9,0.13710201,-0.160575019,708.1226705,3.45149773,11451,182.2,5,2,158.9264258,1.736807225,1,0
Antapani,2022,9,0.125450967,-0.161605847,681.8471192,1.499127962,21396,182.2,5,1,162.7975068,3.310198187,1,0
Bandung Kidul,2022,9,0.184754101,-0.200130604,673.9305069,1.990096966,10199,182.2,5,1,163.0,2.842583167,1,0
Arcamanik,2022,9,0.189904493,-0.201494687,679.9746058,1.818508368,13814,182.2,5,1,162.8890335,2.812108317,1,0
Cibiru,2022,9,0.163120309,-0.147959765,785.35146,7.465623757,12145,182.2,5,3,155.0,0.342744574,0,0
Buahbatu,2022,9,0.162484749,-0.189452359,672.589028,1.602151276,13282,182.2,5,1,163.0,2.972142212,1,0
Rancasari,2022,9,0.209569656,-0.228074167,668.239889,1.309723213,11910,182.2,5,1,163.0,3.152664359,1,0
Rancabali,2022,9,0.068495772,-0.027493981,1547.445406,16.43354319,346,182.2,6,3,121.2520915,-0.296879501,0,1
Kutawaringin,2022,9,0.324635383,-0.280102168,820.8765728,15.10492506,2194,182.2,5,3,155.8253243,0.23853883,0,1
Cangkuang,2022,9,0.321721204,-0.276747757,804.5197597,10.22103605,3303,182.2,5,3,159.3623188,0.79796976,2,1
Cimenyan,2022,9,0.219580663,-0.185906697,1058.769664,16.23277584,2178,182.2,5,3,155.1276662,-0.255179572,0,1
Cilengkrang,2022,9,0.179596304,-0.148820744,1267.992707,18.34791468,1894,182.2,5,3,155.660599,-0.664309804,0,1
Cileunyi,2022,9,0.229693839,-0.208465825,776.1531196,6.515332993,5988,182.2,5,2,159.3735294,1.625476147,2,0
Bojongsoang,2022,9,0.407392071,-0.374248014,662.4780609,1.035662016,4086,182.2,5,2,162.631412,3.790968509,2,0
Margahayu,2022,9,0.201669431,-0.203652019,665.8208893,2.194574958,11539,182.2,5,2,159.3303352,3.157977982,1,0
Cimaung,2022,9,0.166619381,-0.126470186,1221.676512,16.68690433,1589,182.2,5,3,162.0,-0.36656558,0,1
Pangalengan,2022,9,0.097028542,-0.057628501,1543.804092,15.21209008,797,182.2,6,3,126.6266303,-0.131864104,0,1
Arjasari,2022,9,0.334341588,-0.29632713,979.3344179,13.42380568,1648,182.2,5,3,159.0151506,0.137084124,0,1
Margaasih,2022,9,0.199895999,-0.191202746,681.4573232,3.861005696,8175,182.2,5,2,162.9259882,2.112364882,1,0
Banjaran,2022,9,0.243344387,-0.214938415,948.4412612,11.16871853,3122,182.2,5,3,160.4325031,0.505964598,0,1
Pameungpeuk,2022,9,0.302229971,-0.270468264,673.561656,3.690267493,5885,182.2,5,3,155.0,2.68350985,2,0
Katapang,2022,9,0.185363517,-0.170299614,665.717404,1.871496486,8440,182.2,5,3,155.0076653,2.961533707,1,0
Dayeuhkolot,2022,9,0.180859753,-0.191670886,665.4068291,2.29183804,9719,182.2,5,1,163.0,2.857472714,1,0
Rancaekek,2022,9,0.404242302,-0.365697185,666.9046874,0.897680321,4141,182.2,5,2,158.475683,3.465676392,2,0
Ciparay,2022,9,0.340722979,-0.321703725,808.3387506,7.179002185,3784,182.2,5,3,158.7873709,1.44275617,2,1
Nagreg,2022,9,0.336746342,-0.316389511,948.1701832,14.57481224,1204,182.2,5,3,161.989519,-0.334078354,0,1
Cikancung,2022,9,0.345835969,-0.32187219,859.7409318,9.938946553,2447,182.2,5,3,161.7498766,0.605460607,2,1
Cicalengka,2022,9,0.343459664,-0.310051039,910.5325365,11.93582785,3430,182.2,5,3,161.6721118,0.322039045,0,1
Ciwidey,2022,9,0.184697788,-0.144683804,1311.158545,15.55016913,1812,182.2,5,3,162.0,-0.088959935,0,1
Soreang,2022,9,0.242736104,-0.211555742,825.8017692,10.10348001,4622,182.2,5,3,157.4370907,0.40002523,0,1
Pasirjambu,2022,9,0.042540178,-0.004443796,1541.774459,18.43841422,385,182.2,6,3,138.3243264,-0.537663711,0,1
Kertasari,2022,9,0.162420229,-0.128602895,1749.638028,14.28415806,472,182.2,7,3,170.4975302,-0.142942229,0,1
Baleendah,2022,9,0.323824902,-0.312498198,711.1165148,7.590577608,6447,182.2,5,2,156.0325488,1.811834172,2,0
Pacet,2022,9,0.220676314,-0.180696989,1309.575852,17.96872487,1267,182.2,7,3,168.1317172,-0.442023681,0,1
Paseh,2022,9,0.298870609,-0.2591142,962.1928731,12.00924684,2702,182.2,5,3,162.1861795,0.330842705,0,1
Ibun,2022,9,0.143462623,-0.104745086,1180.999011,14.76833386,1615,182.2,6,3,166.5429231,-0.041591152,0,1
Majalaya,2022,9,0.199365369,-0.182584378,698.3982512,2.917364224,6365,182.2,5,3,159.8874215,1.975385542,2,0
Solokanjeruk,2022,9,0.357247633,-0.329639909,665.3706659,1.055151236,3652,182.2,5,3,156.8463639,3.315098818,2,0
Padalarang,2022,9,0.163955227,-0.120778049,697.1146079,10.22163823,3592,182.2,7,2,152.4804935,0.747319707,0,1
Batujajar,2022,9,0.201857995,-0.167700484,667.007808,5.239674837,3587,182.2,5,2,163.0,1.849645437,2,0
Ngamprah,2022,9,0.14775483,-0.110926566,800.7892414,9.812084586,5085,182.2,5,3,154.4905468,0.371906466,0,1
Cipatat,2022,9,0.373443049,-0.311240927,483.9717026,14.12830049,1141,182.2,10,3,137.201717,-0.050166744,3,1
Lembang,2022,9,0.159701595,-0.12103717,1335.618089,15.78934938,2049,182.2,8,3,170.3204533,-0.186004527,0,1
Cikalongwetan,2022,9,0.211724618,-0.156285663,666.8928851,13.71797856,1184,182.2,10,3,137.1851538,0.044290387,0,1
Cipeundeuy,2022,9,0.525185425,-0.446912544,300.6631486,9.321471886,882,182.2,9,3,139.6739791,1.438921013,3,1
Parongpong,2022,9,0.178862333,-0.143770487,1356.264006,12.97401048,2562,182.2,8,3,169.523386,0.093746221,0,1
Cisarua,2022,9,0.109494409,-0.068101469,1159.854908,16.12948233,1459,182.2,8,3,158.7680324,-0.391662008,0,1
Cililin,2022,9,0.298757418,-0.244880565,818.2831475,14.58869904,1259,182.2,7,3,151.5068756,0.630228578,0,1
Cipongkor,2022,9,0.426301332,-0.361445298,760.8617968,14.28102385,1287,182.2,9,3,139.7221784,0.259083466,3,1
Cihampelas,2022,9,0.294082281,-0.25144304,694.6112176,7.667304875,2942,182.2,5,2,161.1981874,1.498792676,2,0
Gununghalu,2022,9,0.180747644,-0.130615655,1182.734537,17.40246453,520,182.2,9,3,142.9971801,-0.260074635,0,1
Saguling,2022,9,0.274920647,-0.226063117,699.4828369,11.37622152,678,182.2,7,2,154.7144001,0.576712609,0,1
Rongga,2022,9,0.285582737,-0.227110956,881.801568,18.34244518,552,182.2,10,3,137.0,-0.220945714,0,1
Sindangkerta,2022,9,0.288165678,-0.239090387,1068.361648,16.65485706,710,182.2,7,3,152.6212376,-0.250586197,0,1
Cimahi Tengah,2022,9,0.068334455,-0.059447931,743.7058764,3.11047744,14848,194.0,5,1,163.0,1.778115737,1,0
Cimahi Utara,2022,9,0.117666374,-0.101359284,826.1275708,6.073988778,11882,194.0,5,3,156.1034483,0.85551765,1,0
Cimahi Selatan,2022,9,0.058564529,-0.047060448,722.0581007,4.998951156,13608,194.0,5,2,163.0,1.511110965,1,0
Panyileukan,2022,10,0.043352638,-0.016636494,676.2061013,1.999909341,8043,366.7,5,1,163.0,2.451522709,1,0
Cinambo,2022,10,0.047450651,-0.021954031,676.3132038,2.013278454,7019,366.7,5,1,163.0,2.596060012,1,0
Ujungberung,2022,10,0.034523546,-0.006319488,744.0672204,6.691497491,14294,366.7,5,3,155.0,1.26793346,1,0
Gedebage,2022,10,0.074734975,-0.04822062,665.1202848,1.068353522,4441,366.7,5,2,163.0,3.507374544,1,0
Mandalajati,2022,10,0.069129841,-0.046101174,730.6353977,7.245588901,11188,366.7,5,1,162.5573123,0.801084806,1,0
Coblong,2022,10,-0.000241446,0.022753292,784.0885513,6.116696021,15786,366.7,5,3,155.0,0.698000447,1,0
Babakan Ciparay,2022,10,-0.004830152,0.049093392,689.1033356,1.914559739,19439,366.7,5,1,162.3065835,1.902719225,1,0
Sukasari,2022,10,-0.015871788,0.040704438,881.3943057,4.900048569,12419,366.7,5,3,155.0,0.198286868,0,0
Cicendo,2022,10,0.016705694,-0.001206706,738.8740769,2.863867129,14091,366.7,5,2,158.3185753,1.865312507,1,0
Sukajadi,2022,10,0.010864054,0.004804474,775.7825143,4.032984661,24093,366.7,5,3,155.0,1.385216523,1,0
Bojongloa Kaler,2022,10,-0.011153645,0.052747164,700.0348398,1.990692884,41281,366.7,5,1,162.9882745,1.88170844,1,0
Andir,2022,10,0.012728962,0.010533616,726.0421423,2.325952286,26705,366.7,5,1,161.6402883,1.861181498,1,0
Cidadap,2022,10,0.000296033,0.030131913,891.4066614,10.61846979,8988,366.7,5,3,155.0,0.61148618,0,0
Bandung Wetan,2022,10,0.00713678,0.013724148,724.5543936,3.765866518,8537,366.7,5,3,156.1146189,1.514404466,1,0
Astana Anyar,2022,10,0.001109068,0.027786081,695.6802372,2.135307616,25399,366.7,5,1,163.0,3.165426102,1,0
Lengkong,2022,10,1.34e-05,0.023378305,689.3803818,2.119958366,12064,366.7,5,1,161.9383042,2.281639281,1,0
Cibeunying Kidul,2022,10,0.011450602,0.012006268,706.0380102,3.178331003,21735,366.7,5,2,159.1688711,2.546847523,1,0
Regol,2022,10,-0.009379068,0.040619666,688.9671317,2.237785641,18843,366.7,5,1,163.0,2.25671352,1,0
Batununggal,2022,10,-0.004835042,0.03222552,685.9084183,2.227793946,24230,366.7,5,1,162.8969978,3.150846688,1,0
Bojongloa Kidul,2022,10,0.002175455,0.038917289,681.6153792,2.036778943,14150,366.7,5,1,162.1282841,2.49477235,1,0
Cibeunying Kaler,2022,10,-0.016647683,0.054095104,751.8594681,5.307763192,15817,366.7,5,3,155.0107456,1.144879944,1,0
Bandung Kulon,2022,10,0.003438708,0.042124137,697.3418989,1.934010508,21235,366.7,5,1,163.0,2.249385761,1,0
Kiaracondong,2022,10,0.019408277,0.002744605,683.5589248,2.092904293,21517,366.7,5,1,162.7993846,2.785807711,1,0
Sumur Bandung,2022,10,-0.002929591,0.028643398,708.1226705,3.45149773,11451,366.7,5,2,158.9264258,1.736807225,1,0
Antapani,2022,10,0.027745878,-0.01208422,681.8471192,1.499127962,21396,366.7,5,1,162.7975068,3.310198187,1,0
Bandung Kidul,2022,10,0.012311098,0.023210803,673.9305069,1.990096966,10199,366.7,5,1,163.0,2.842583167,1,0
Arcamanik,2022,10,0.059923797,-0.042399906,679.9746058,1.818508368,13814,366.7,5,1,162.8890335,2.812108317,1,0
Cibiru,2022,10,0.055293703,-0.028273117,785.35146,7.465623757,12145,366.7,5,3,155.0,0.342744574,0,0
Buahbatu,2022,10,0.021679987,0.001846699,672.589028,1.602151276,13282,366.7,5,1,163.0,2.972142212,1,0
Rancasari,2022,10,0.029208312,-0.001094338,668.239889,1.309723213,11910,366.7,5,1,163.0,3.152664359,1,0
Rancabali,2022,10,0.002193942,0.022422675,1547.445406,16.43354319,346,366.7,6,3,121.2520915,-0.296879501,0,1
Kutawaringin,2022,10,0.113939451,-0.07930102,820.8765728,15.10492506,2194,366.7,5,3,155.8253243,0.23853883,0,1
Cangkuang,2022,10,0.129089823,-0.08400284,804.5197597,10.22103605,3303,366.7,5,3,159.3623188,0.79796976,0,0
Cimenyan,2022,10,0.023816691,0.014434306,1058.769664,16.23277584,2178,366.7,5,3,155.1276662,-0.255179572,0,1
Cilengkrang,2022,10,0.03060189,-0.001062291,1267.992707,18.34791468,1894,366.7,5,3,155.660599,-0.664309804,0,1
Cileunyi,2022,10,0.078520591,-0.047853492,776.1531196,6.515332993,5988,366.7,5,2,159.3735294,1.625476147,1,0
Bojongsoang,2022,10,0.128017089,-0.08616762,662.4780609,1.035662016,4086,366.7,5,2,162.631412,3.790968509,1,0
Margahayu,2022,10,0.022580859,0.02400065,665.8208893,2.194574958,11539,366.7,5,2,159.3303352,3.157977982,1,0
Cimaung,2022,10,0.037647615,8.11e-05,1221.676512,16.68690433,1589,366.7,5,3,162.0,-0.36656558,0,1
Pangalengan,2022,10,0.032074951,0.002254063,1543.804092,15.21209008,797,366.7,6,3,126.6266303,-0.131864104,0,1
Arjasari,2022,10,0.104232773,-0.06944429,979.3344179,13.42380568,1648,366.7,5,3,159.0151506,0.137084124,0,1
Margaasih,2022,10,0.023799073,0.02085949,681.4573232,3.861005696,8175,366.7,5,2,162.9259882,2.112364882,1,0
Banjaran,2022,10,0.056158406,-0.020820489,948.4412612,11.16871853,3122,366.7,5,3,160.4325031,0.505964598,0,1
Pameungpeuk,2022,10,0.083828195,-0.04444733,673.561656,3.690267493,5885,366.7,5,3,155.0,2.68350985,1,0
Katapang,2022,10,0.074509305,-0.03401743,665.717404,1.871496486,8440,366.7,5,3,155.0076653,2.961533707,1,0
Dayeuhkolot,2022,10,0.019459946,0.020310323,665.4068291,2.29183804,9719,366.7,5,1,163.0,2.857472714,1,0
Rancaekek,2022,10,0.110524061,-0.081675404,666.9046874,0.897680321,4141,366.7,5,2,158.475683,3.465676392,1,0
