kecamata,year,month,NDVI,NDWI,elevation,slope,kepadatan,rainfall,TEXTURE_USDA,DRAINAGE,AWC,GFI,cluster,cluster_sil
Pacet,2024,6,0.649425041,-0.591969365,1309.575852,17.96872487,1363,156.0,7,3,168.1317172,-0.442023681,3,1
Pacet,2024,7,0.729131336,-0.667272879,1309.575852,17.96872487,1363,30.0,7,3,168.1317172,-0.442023681,3,1
Pacet,2024,8,0.681292198,-0.640437561,1309.575852,17.96872487,1363,53.0,7,3,168.1317172,-0.442023681,3,1
Pacet,2024,9,0.634204993,-0.600111694,1309.575852,17.96872487,1363,136.0,7,3,168.1317172,-0.442023681,3,1
Pacet,2024,10,0.578140271,-0.543697257,1309.575852,17.96872487,1363,81.0,7,3,168.1317172,-0.442023681,3,1
Pacet,2024,11,0.411750488,-0.357588678,1309.575852,17.96872487,1363,512.0,7,3,168.1317172,-0.442023681,0,1
Pacet,2024,12,0.536408342,-0.479161053,1309.575852,17.96872487,1363,90.0,7,3,168.1317172,-0.442023681,3,1
Padalarang,2024,1,0.11059346,-0.092260498,697.1146079,10.22163823,3735,335.0,7,2,152.4804935,0.747319707,0,0
Padalarang,2024,2,0.525580969,-0.478863704,697.1146079,10.22163823,3735,264.0,7,2,152.4804935,0.747319707,3,1
Padalarang,2024,3,0.489575882,-0.438488175,697.1146079,10.22163823,3735,272.0,7,2,152.4804935,0.747319707,3,1
Padalarang,2024,4,0.513234758,-0.461760732,697.1146079,10.22163823,3735,215.0,7,2,152.4804935,0.747319707,3,1
Padalarang,2024,5,0.453652381,-0.398152315,697.1146079,10.22163823,3735,71.0,7,2,152.4804935,0.747319707,3,1
Padalarang,2024,6,0.547624057,-0.501488529,697.1146079,10.22163823,3735,156.0,7,2,152.4804935,0.747319707,3,1
Padalarang,2024,7,0.528875694,-0.489528802,697.1146079,10.22163823,3735,30.0,7,2,152.4804935,0.747319707,3,1
Padalarang,2024,8,0.479657629,-0.460432565,697.1146079,10.22163823,3735,53.0,7,2,152.4804935,0.747319707,3,1
Padalarang,2024,9,0.451878688,-0.442195335,697.1146079,10.22163823,3735,136.0,7,2,152.4804935,0.747319707,3,1
Padalarang,2024,10,0.437634616,-0.430570546,697.1146079,10.22163823,3735,81.0,7,2,152.4804935,0.747319707,3,1
Padalarang,2024,11,0.227135687,-0.177099127,697.1146079,10.22163823,3735,512.0,7,2,152.4804935,0.747319707,0,1
Padalarang,2024,12,0.096838469,-0.096934736,697.1146079,10.22163823,3735,90.0,7,2,152.4804935,0.747319707,0,0
Pameungpeuk,2024,1,0.154067621,-0.130009967,673.561656,3.690267493,6640,335.0,5,3,155.0,2.68350985,1,0
Pameungpeuk,2024,2,0.454394561,-0.433105658,673.561656,3.690267493,6640,264.0,5,3,155.0,2.68350985,2,0
Pameungpeuk,2024,3,0.431606214,-0.433239894,673.561656,3.690267493,6640,272.0,5,3,155.0,2.68350985,2,0
Pameungpeuk,2024,4,0.45192621,-0.446305521,673.561656,3.690267493,6640,215.0,5,3,155.0,2.68350985,2,0
Pameungpeuk,2024,5,0.441695423,-0.410624162,673.561656,3.690267493,6640,71.0,5,3,155.0,2.68350985,2,0
Pameungpeuk,2024,6,0.513123303,-0.488574323,673.561656,3.690267493,6640,156.0,5,3,155.0,2.68350985,2,0
Pameungpeuk,2024,7,0.464034299,-0.455783011,673.561656,3.690267493,6640,30.0,5,3,155.0,2.68350985,2,0
Pameungpeuk,2024,8,0.398941181,-0.409529475,673.561656,3.690267493,6640,53.0,5,3,155.0,2.68350985,2,0
Pameungpeuk,2024,9,0.396464269,-0.408223717,673.561656,3.690267493,6640,136.0,5,3,155.0,2.68350985,2,0
Pameungpeuk,2024,10,0.43396465,-0.432027878,673.561656,3.690267493,6640,81.0,5,3,155.0,2.68350985,2,0
Pameungpeuk,2024,11,0.410951663,-0.375896257,673.561656,3.690267493,6640,512.0,5,3,155.0,2.68350985,2,0
Pameungpeuk,2024,12,0.849244153,-0.754281426,673.561656,3.690267493,6640,90.0,5,3,155.0,2.68350985,2,1
Pangalengan,2024,1,0.108587629,-0.082817674,1543.804092,15.21209008,775,335.0,6,3,126.6266303,-0.131864104,0,1
Pangalengan,2024,2,0.586259948,-0.510611841,1543.804092,15.21209008,775,264.0,6,3,126.6266303,-0.131864104,3,1
Pangalengan,2024,3,0.733651755,-0.645364342,1543.804092,15.21209008,775,272.0,6,3,126.6266303,-0.131864104,3,1
Pangalengan,2024,4,0.445660798,-0.376917382,1543.804092,15.21209008,775,215.0,6,3,126.6266303,-0.131864104,3,1
Pangalengan,2024,5,0.663752194,-0.577961982,1543.804092,15.21209008,775,71.0,6,3,126.6266303,-0.131864104,3,1
Pangalengan,2024,6,0.677338202,-0.600590861,1543.804092,15.21209008,775,156.0,6,3,126.6266303,-0.131864104,3,1
Pangalengan,2024,7,0.744680191,-0.670079084,1543.804092,15.21209008,775,30.0,6,3,126.6266303,-0.131864104,3,1
Pangalengan,2024,8,0.717104711,-0.652167183,1543.804092,15.21209008,775,53.0,6,3,126.6266303,-0.131864104,3,1
Pangalengan,2024,9,0.677813297,-0.615504792,1543.804092,15.21209008,775,136.0,6,3,126.6266303,-0.131864104,3,1
Pangalengan,2024,10,0.626025684,-0.570370313,1543.804092,15.21209008,775,81.0,6,3,126.6266303,-0.131864104,3,1
Pangalengan,2024,11,0.3564559,-0.298027389,1543.804092,15.21209008,775,512.0,6,3,126.6266303,-0.131864104,0,1
Pangalengan,2024,12,0.489235429,-0.422771681,1543.804092,15.21209008,775,90.0,6,3,126.6266303,-0.131864104,3,1
Panyileukan,2024,1,0.056816942,-0.0469413,676.2061013,1.999909341,8247,335.0,5,1,163.0,2.451522709,1,0
Panyileukan,2024,2,0.261742906,-0.253774409,676.2061013,1.999909341,8247,264.0,5,1,163.0,2.451522709,1,0
Panyileukan,2024,3,0.32094244,-0.337460141,676.2061013,1.999909341,8247,272.0,5,1,163.0,2.451522709,2,0
Panyileukan,2024,4,0.221690346,-0.216639167,676.2061013,1.999909341,8247,215.0,5,1,163.0,2.451522709,1,0
Panyileukan,2024,5,0.288196436,-0.296364783,676.2061013,1.999909341,8247,71.0,5,1,163.0,2.451522709,2,0
Panyileukan,2024,6,0.311075224,-0.323666192,676.2061013,1.999909341,8247,156.0,5,1,163.0,2.451522709,2,0
Panyileukan,2024,7,0.336277959,-0.355198417,676.2061013,1.999909341,8247,30.0,5,1,163.0,2.451522709,2,0
Panyileukan,2024,8,0.32299942,-0.349325119,676.2061013,1.999909341,8247,53.0,5,1,163.0,2.451522709,2,0
Panyileukan,2024,9,0.292992476,-0.325417061,676.2061013,1.999909341,8247,136.0,5,1,163.0,2.451522709,2,0
Panyileukan,2024,10,0.271025661,-0.293557944,676.2061013,1.999909341,8247,81.0,5,1,163.0,2.451522709,2,0
Panyileukan,2024,11,0.248549267,-0.24741985,676.2061013,1.999909341,8247,512.0,5,1,163.0,2.451522709,1,0
Panyileukan,2024,12,0.321754064,-0.334139394,676.2061013,1.999909341,8247,90.0,5,1,163.0,2.451522709,2,0
Parongpong,2024,1,0.038833139,-0.026067622,1356.264006,12.97401048,2639,335.0,8,3,169.523386,0.093746221,0,1
Parongpong,2024,2,0.518463476,-0.469935324,1356.264006,12.97401048,2639,264.0,8,3,169.523386,0.093746221,3,1
Parongpong,2024,3,0.567407442,-0.512132471,1356.264006,12.97401048,2639,272.0,8,3,169.523386,0.093746221,3,1
Parongpong,2024,4,0.430519218,-0.378747649,1356.264006,12.97401048,2639,215.0,8,3,169.523386,0.093746221,3,1
Parongpong,2024,5,0.428578842,-0.37220675,1356.264006,12.97401048,2639,71.0,8,3,169.523386,0.093746221,3,1
Parongpong,2024,6,0.63375774,-0.572075274,1356.264006,12.97401048,2639,156.0,8,3,169.523386,0.093746221,3,1
Parongpong,2024,7,0.645308164,-0.591266255,1356.264006,12.97401048,2639,30.0,8,3,169.523386,0.093746221,3,1
Parongpong,2024,8,0.629866573,-0.580317794,1356.264006,12.97401048,2639,53.0,8,3,169.523386,0.093746221,3,1
Parongpong,2024,9,0.600971956,-0.552264909,1356.264006,12.97401048,2639,136.0,8,3,169.523386,0.093746221,3,1
Parongpong,2024,10,0.502914701,-0.461934864,1356.264006,12.97401048,2639,81.0,8,3,169.523386,0.093746221,3,1
Parongpong,2024,11,0.395071347,-0.358352236,1356.264006,12.97401048,2639,512.0,8,3,169.523386,0.093746221,0,1
Parongpong,2024,12,0.094494139,-0.063243846,1356.264006,12.97401048,2639,90.0,8,3,169.523386,0.093746221,0,1
Paseh,2024,1,0.186577508,-0.157472707,962.1928731,12.00924684,3063,335.0,5,3,162.1861795,0.330842705,0,1
Paseh,2024,2,0.542443152,-0.490941024,962.1928731,12.00924684,3063,264.0,5,3,162.1861795,0.330842705,3,1
Paseh,2024,3,0.639642191,-0.584755107,962.1928731,12.00924684,3063,272.0,5,3,162.1861795,0.330842705,3,1
Paseh,2024,4,0.528271675,-0.475634172,962.1928731,12.00924684,3063,215.0,5,3,162.1861795,0.330842705,3,1
Paseh,2024,5,0.591620551,-0.545162797,962.1928731,12.00924684,3063,71.0,5,3,162.1861795,0.330842705,3,1
Paseh,2024,6,0.584119035,-0.535447224,962.1928731,12.00924684,3063,156.0,5,3,162.1861795,0.330842705,3,1
Paseh,2024,7,0.651994665,-0.603108224,962.1928731,12.00924684,3063,30.0,5,3,162.1861795,0.330842705,3,1
Paseh,2024,8,0.622704671,-0.590267571,962.1928731,12.00924684,3063,53.0,5,3,162.1861795,0.330842705,3,1
Paseh,2024,9,0.573922678,-0.554982487,962.1928731,12.00924684,3063,136.0,5,3,162.1861795,0.330842705,3,1
Paseh,2024,10,0.5483776,-0.524841363,962.1928731,12.00924684,3063,81.0,5,3,162.1861795,0.330842705,3,1
Paseh,2024,11,0.42817918,-0.377129592,962.1928731,12.00924684,3063,512.0,5,3,162.1861795,0.330842705,0,1
Paseh,2024,12,0.234250421,-0.206002573,962.1928731,12.00924684,3063,90.0,5,3,162.1861795,0.330842705,0,1
Pasirjambu,2024,1,0.099697216,-0.077726981,1541.774459,18.43841422,503,335.0,6,3,138.3243264,-0.537663711,0,1
Pasirjambu,2024,2,0.496877295,-0.429155956,1541.774459,18.43841422,503,264.0,6,3,138.3243264,-0.537663711,3,1
Pasirjambu,2024,3,0.770704181,-0.677676303,1541.774459,18.43841422,503,272.0,6,3,138.3243264,-0.537663711,3,1
Pasirjambu,2024,4,0.402295784,-0.338060777,1541.774459,18.43841422,503,215.0,6,3,138.3243264,-0.537663711,0,1
Pasirjambu,2024,5,0.561847359,-0.481746185,1541.774459,18.43841422,503,71.0,6,3,138.3243264,-0.537663711,3,1
Pasirjambu,2024,6,0.72340198,-0.640856801,1541.774459,18.43841422,503,156.0,6,3,138.3243264,-0.537663711,3,1
Pasirjambu,2024,7,0.797401663,-0.710241979,1541.774459,18.43841422,503,30.0,6,3,138.3243264,-0.537663711,3,1
Pasirjambu,2024,8,0.790549514,-0.701708203,1541.774459,18.43841422,503,53.0,6,3,138.3243264,-0.537663711,3,1
Pasirjambu,2024,9,0.753086288,-0.665253146,1541.774459,18.43841422,503,136.0,6,3,138.3243264,-0.537663711,3,1
Pasirjambu,2024,10,0.672799462,-0.59150157,1541.774459,18.43841422,503,81.0,6,3,138.3243264,-0.537663711,3,1
Pasirjambu,2024,11,0.3288666,-0.267711465,1541.774459,18.43841422,503,512.0,6,3,138.3243264,-0.537663711,0,1
Pasirjambu,2024,12,0.324027348,-0.273758959,1541.774459,18.43841422,503,90.0,6,3,138.3243264,-0.537663711,0,1
Rancabali,2024,1,0.069610074,-0.053603991,1547.445406,16.43354319,356,335.0,6,3,121.2520915,-0.296879501,0,1
Rancabali,2024,2,0.493222563,-0.42240617,1547.445406,16.43354319,356,264.0,6,3,121.2520915,-0.296879501,3,1
Rancabali,2024,3,0.736183786,-0.638977209,1547.445406,16.43354319,356,272.0,6,3,121.2520915,-0.296879501,3,1
Rancabali,2024,4,0.351389456,-0.286130057,1547.445406,16.43354319,356,215.0,6,3,121.2520915,-0.296879501,0,1
Rancabali,2024,5,0.621504915,-0.524315888,1547.445406,16.43354319,356,71.0,6,3,121.2520915,-0.296879501,3,1
Rancabali,2024,6,0.714683735,-0.625212257,1547.445406,16.43354319,356,156.0,6,3,121.2520915,-0.296879501,3,1
Rancabali,2024,7,0.804055378,-0.712339964,1547.445406,16.43354319,356,30.0,6,3,121.2520915,-0.296879501,3,1
Rancabali,2024,8,0.789439286,-0.695887004,1547.445406,16.43354319,356,53.0,6,3,121.2520915,-0.296879501,3,1
Rancabali,2024,9,0.763393284,-0.671434132,1547.445406,16.43354319,356,136.0,6,3,121.2520915,-0.296879501,3,1
Rancabali,2024,10,0.638567648,-0.55331489,1547.445406,16.43354319,356,81.0,6,3,121.2520915,-0.296879501,3,1
Rancabali,2024,11,0.244937143,-0.201668424,1547.445406,16.43354319,356,512.0,6,3,121.2520915,-0.296879501,0,1
Rancabali,2024,12,0.175082051,-0.150410493,1547.445406,16.43354319,356,90.0,6,3,121.2520915,-0.296879501,0,1
Rancaekek,2024,1,0.111214693,-0.095939419,666.9046874,0.897680321,4246,335.0,5,2,158.475683,3.465676392,1,0
Rancaekek,2024,2,0.427726871,-0.382652745,666.9046874,0.897680321,4246,264.0,5,2,158.475683,3.465676392,2,0
Rancaekek,2024,3,0.643093558,-0.591934676,666.9046874,0.897680321,4246,272.0,5,2,158.475683,3.465676392,2,0
Rancaekek,2024,4,0.512400688,-0.469802605,666.9046874,0.897680321,4246,215.0,5,2,158.475683,3.465676392,2,0
Rancaekek,2024,5,0.353277875,-0.385083508,666.9046874,0.897680321,4246,71.0,5,2,158.475683,3.465676392,2,0
Rancaekek,2024,6,0.304457053,-0.325777835,666.9046874,0.897680321,4246,156.0,5,2,158.475683,3.465676392,2,0
Rancaekek,2024,7,0.375265463,-0.377558483,666.9046874,0.897680321,4246,30.0,5,2,158.475683,3.465676392,2,0
Rancaekek,2024,8,0.52164792,-0.501060457,666.9046874,0.897680321,4246,53.0,5,2,158.475683,3.465676392,2,0
Rancaekek,2024,9,0.52891313,-0.505665309,666.9046874,0.897680321,4246,136.0,5,2,158.475683,3.465676392,2,0
Rancaekek,2024,10,0.412858391,-0.414913439,666.9046874,0.897680321,4246,81.0,5,2,158.475683,3.465676392,2,0
Rancaekek,2024,11,0.345246348,-0.348496199,666.9046874,0.897680321,4246,512.0,5,2,158.475683,3.465676392,1,0
Rancaekek,2024,12,0.079621377,-0.089436105,666.9046874,0.897680321,4246,90.0,5,2,158.475683,3.465676392,1,0
Rancasari,2024,1,0.039705771,-0.028791588,668.239889,1.309723213,12245,335.0,5,1,163.0,3.152664359,1,0
Rancasari,2024,2,0.205234052,-0.220552685,668.239889,1.309723213,12245,264.0,5,1,163.0,3.152664359,1,0
Rancasari,2024,3,0.320936289,-0.354687072,668.239889,1.309723213,12245,272.0,5,1,163.0,3.152664359,1,0
Rancasari,2024,4,0.271993491,-0.281651802,668.239889,1.309723213,12245,215.0,5,1,163.0,3.152664359,1,0
Rancasari,2024,5,0.278595332,-0.309349335,668.239889,1.309723213,12245,71.0,5,1,163.0,3.152664359,2,0
Rancasari,2024,6,0.273812316,-0.311812076,668.239889,1.309723213,12245,156.0,5,1,163.0,3.152664359,1,0
Rancasari,2024,7,0.277458282,-0.315506763,668.239889,1.309723213,12245,30.0,5,1,163.0,3.152664359,2,0
Rancasari,2024,8,0.289822023,-0.331774677,668.239889,1.309723213,12245,53.0,5,1,163.0,3.152664359,2,0
Rancasari,2024,9,0.305116636,-0.344229996,668.239889,1.309723213,12245,136.0,5,1,163.0,3.152664359,2,0
Rancasari,2024,10,0.291605271,-0.327951166,668.239889,1.309723213,12245,81.0,5,1,163.0,3.152664359,2,0
Rancasari,2024,11,0.240253238,-0.269391556,668.239889,1.309723213,12245,512.0,5,1,163.0,3.152664359,1,0
Rancasari,2024,12,0.188133408,-0.226977506,668.239889,1.309723213,12245,90.0,5,1,163.0,3.152664359,1,0
Regol,2024,1,0.027897767,-0.022165586,688.9671317,2.237785641,19001,335.0,5,1,163.0,2.25671352,1,0
Regol,2024,2,0.185290422,-0.222593474,688.9671317,2.237785641,19001,264.0,5,1,163.0,2.25671352,1,0
Regol,2024,3,0.227664692,-0.280754135,688.9671317,2.237785641,19001,272.0,5,1,163.0,2.25671352,1,0
Regol,2024,4,0.120002336,-0.155974533,688.9671317,2.237785641,19001,215.0,5,1,163.0,2.25671352,1,0
Regol,2024,5,0.208202318,-0.241089792,688.9671317,2.237785641,19001,71.0,5,1,163.0,2.25671352,1,0
Regol,2024,6,0.237969004,-0.286038247,688.9671317,2.237785641,19001,156.0,5,1,163.0,2.25671352,1,0
Regol,2024,7,0.232283621,-0.276767461,688.9671317,2.237785641,19001,30.0,5,1,163.0,2.25671352,1,0
Regol,2024,8,0.216919089,-0.269483819,688.9671317,2.237785641,19001,53.0,5,1,163.0,2.25671352,1,0
Regol,2024,9,0.223175482,-0.277298471,688.9671317,2.237785641,19001,136.0,5,1,163.0,2.25671352,1,0
Regol,2024,10,0.143570073,-0.168196784,688.9671317,2.237785641,19001,81.0,5,1,163.0,2.25671352,1,0
Regol,2024,11,0.084260814,-0.102009012,688.9671317,2.237785641,19001,512.0,5,1,163.0,2.25671352,1,0
Regol,2024,12,0.084260814,-0.102009012,688.9671317,2.237785641,19001,90.0,5,1,163.0,2.25671352,1,0
Rongga,2024,1,0.249053015,-0.217774222,881.801568,18.34244518,573,335.0,10,3,137.0,-0.220945714,0,1
Rongga,2024,2,0.579782033,-0.504736192,881.801568,18.34244518,573,264.0,10,3,137.0,-0.220945714,3,1
Rongga,2024,3,0.735445814,-0.644085455,881.801568,18.34244518,573,272.0,10,3,137.0,-0.220945714,3,1
Rongga,2024,4,0.651793787,-0.568283523,881.801568,18.34244518,573,215.0,10,3,137.0,-0.220945714,3,1
Rongga,2024,5,0.642312163,-0.556042495,881.801568,18.34244518,573,71.0,10,3,137.0,-0.220945714,3,1
Rongga,2024,6,0.713617436,-0.629727767,881.801568,18.34244518,573,156.0,10,3,137.0,-0.220945714,3,1
Rongga,2024,7,0.751533954,-0.664314091,881.801568,18.34244518,573,30.0,10,3,137.0,-0.220945714,3,1
Rongga,2024,8,0.715607934,-0.639988589,881.801568,18.34244518,573,53.0,10,3,137.0,-0.220945714,3,1
Rongga,2024,9,0.685457732,-0.627709301,881.801568,18.34244518,573,136.0,10,3,137.0,-0.220945714,3,1
Rongga,2024,10,0.66260475,-0.597718432,881.801568,18.34244518,573,81.0,10,3,137.0,-0.220945714,3,1
Rongga,2024,11,0.325830754,-0.244893318,881.801568,18.34244518,573,512.0,10,3,137.0,-0.220945714,0,1
Rongga,2024,12,0.158421988,-0.13614164,881.801568,18.34244518,573,90.0,10,3,137.0,-0.220945714,0,1
Saguling,2024,1,0.225597711,-0.19231343,699.4828369,11.37622152,365,335.0,7,2,154.7144001,0.576712609,0,1
Saguling,2024,2,0.594789357,-0.520448494,699.4828369,11.37622152,365,264.0,7,2,154.7144001,0.576712609,3,1
Saguling,2024,3,0.562850392,-0.492802091,699.4828369,11.37622152,365,272.0,7,2,154.7144001,0.576712609,3,1
Saguling,2024,4,0.544330586,-0.473478321,699.4828369,11.37622152,365,215.0,7,2,154.7144001,0.576712609,3,1
Saguling,2024,5,0.504378607,-0.428330027,699.4828369,11.37622152,365,71.0,7,2,154.7144001,0.576712609,3,1
Saguling,2024,6,0.585520686,-0.506358584,699.4828369,11.37622152,365,156.0,7,2,154.7144001,0.576712609,3,1
Saguling,2024,7,0.582676528,-0.518014613,699.4828369,11.37622152,365,30.0,7,2,154.7144001,0.576712609,3,1
Saguling,2024,8,0.50204934,-0.470492708,699.4828369,11.37622152,365,53.0,7,2,154.7144001,0.576712609,3,1
Saguling,2024,9,0.443517125,-0.428195622,699.4828369,11.37622152,365,136.0,7,2,154.7144001,0.576712609,3,1
Saguling,2024,10,0.478633643,-0.482654472,699.4828369,11.37622152,365,81.0,7,2,154.7144001,0.576712609,3,1
Saguling,2024,11,0.354657752,-0.300162502,699.4828369,11.37622152,365,512.0,7,2,154.7144001,0.576712609,0,1
Saguling,2024,12,0.135067761,-0.128574622,699.4828369,11.37622152,365,90.0,7,2,154.7144001,0.576712609,0,1
Sindangkerta,2024,1,0.127175319,-0.107869601,1068.361648,16.65485706,1148,335.0,7,3,152.6212376,-0.250586197,0,1
Sindangkerta,2024,2,0.537400381,-0.472753372,1068.361648,16.65485706,1148,264.0,7,3,152.6212376,-0.250586197,3,1
Sindangkerta,2024,3,0.705248924,-0.630430355,1068.361648,16.65485706,1148,272.0,7,3,152.6212376,-0.250586197,3,1
Sindangkerta,2024,4,0.625980772,-0.55753305,1068.361648,16.65485706,1148,215.0,7,3,152.6212376,-0.250586197,3,1
Sindangkerta,2024,5,0.649648178,-0.56707957,1068.361648,16.65485706,1148,71.0,7,3,152.6212376,-0.250586197,3,1
Sindangkerta,2024,6,0.755806667,-0.674888347,1068.361648,16.65485706,1148,156.0,7,3,152.6212376,-0.250586197,3,1
Sindangkerta,2024,7,0.7458214,-0.672098436,1068.361648,16.65485706,1148,30.0,7,3,152.6212376,-0.250586197,3,1
Sindangkerta,2024,8,0.717346739,-0.656378677,1068.361648,16.65485706,1148,53.0,7,3,152.6212376,-0.250586197,3,1
Sindangkerta,2024,9,0.69738415,-0.632138136,1068.361648,16.65485706,1148,136.0,7,3,152.6212376,-0.250586197,3,1
Sindangkerta,2024,10,0.68293454,-0.620031904,1068.361648,16.65485706,1148,81.0,7,3,152.6212376,-0.250586197,3,1
Sindangkerta,2024,11,0.479028208,-0.41506529,1068.361648,16.65485706,1148,512.0,7,3,152.6212376,-0.250586197,0,1
Sindangkerta,2024,12,0.329036377,-0.279866632,1068.361648,16.65485706,1148,90.0,7,3,152.6212376,-0.250586197,3,1
Solokanjeruk,2024,1,0.095486153,-0.08128892,665.3706659,1.055151236,3816,335.0,5,3,156.8463639,3.315098818,1,0
Solokanjeruk,2024,2,0.40807516,-0.377454163,665.3706659,1.055151236,3816,264.0,5,3,156.8463639,3.315098818,2,0
Solokanjeruk,2024,3,0.653338497,-0.605514561,665.3706659,1.055151236,3816,272.0,5,3,156.8463639,3.315098818,2,0
Solokanjeruk,2024,4,0.557684925,-0.509812827,665.3706659,1.055151236,3816,215.0,5,3,156.8463639,3.315098818,2,0
Solokanjeruk,2024,5,0.320029254,-0.360042954,665.3706659,1.055151236,3816,71.0,5,3,156.8463639,3.315098818,2,0
Solokanjeruk,2024,6,0.283280013,-0.310847101,665.3706659,1.055151236,3816,156.0,5,3,156.8463639,3.315098818,2,0
Solokanjeruk,2024,7,0.368143436,-0.363407371,665.3706659,1.055151236,3816,30.0,5,3,156.8463639,3.315098818,2,0
Solokanjeruk,2024,8,0.545092705,-0.512489004,665.3706659,1.055151236,3816,53.0,5,3,156.8463639,3.315098818,2,0
Solokanjeruk,2024,9,0.552627523,-0.520434102,665.3706659,1.055151236,3816,136.0,5,3,156.8463639,3.315098818,2,0
Solokanjeruk,2024,10,0.45479534,-0.446245632,665.3706659,1.055151236,3816,81.0,5,3,156.8463639,3.315098818,2,0
Solokanjeruk,2024,11,0.296852197,-0.294835103,665.3706659,1.055151236,3816,512.0,5,3,156.8463639,3.315098818,1,0
Solokanjeruk,2024,12,0.159470715,-0.180083609,665.3706659,1.055151236,3816,90.0,5,3,156.8463639,3.315098818,2,0
Soreang,2024,1,0.180403519,-0.151841295,825.8017692,10.10348001,4921,335.0,5,3,157.4370907,0.40002523,0,1
Soreang,2024,2,0.549288384,-0.518078404,825.8017692,10.10348001,4921,264.0,5,3,157.4370907,0.40002523,3,1
Soreang,2024,3,0.559519872,-0.539053431,825.8017692,10.10348001,4921,272.0,5,3,157.4370907,0.40002523,3,1
Soreang,2024,4,0.538216876,-0.508984282,825.8017692,10.10348001,4921,215.0,5,3,157.4370907,0.40002523,3,1
Soreang,2024,5,0.545400909,-0.511843692,825.8017692,10.10348001,4921,71.0,5,3,157.4370907,0.40002523,3,1
Soreang,2024,6,0.590420281,-0.562496581,825.8017692,10.10348001,4921,156.0,5,3,157.4370907,0.40002523,3,1
Soreang,2024,7,0.555255573,-0.535054743,825.8017692,10.10348001,4921,30.0,5,3,157.4370907,0.40002523,3,1
